name,retroid,hbp_pct,nonhbp_pct,noncontact_per_nonhbp_pct,contact_per_nonhbp_pct,K_per_noncontact_pct,bb_per_noncontact_pct,onground_per_contact_pct,inair_per_contact_pct,iffb_per_inair_pct,noniffb_per_inair_pct,hr_per_noniffb_pct,nonhr_per_noniffb_pct,ld_per_nonhr_pct,fb_per_nonhr_pct,out_per_ld_pct,nonout_per_ld_pct,single_per_nonoutl_pct,xb_per_nonoutl_pct,out_per_fb_pct,nonout_per_fb_pct,single_per_nonoutf_pct,xb_per_nonoutf_pct,out_per_onground_pct,nonout_per_onground_pct,single_per_nonoutg_pct,xb_per_nonoutg_pct
Hank Aaron,aaroh101,0,1.000000000,0.171745152,0.828254847,0.467741935,0.532258064,0.479069767,0.520930232,0.089285714,0.910714285,0.009803921,0.990196078,0.118811881,0.881188118,1.000000000,0,\N,\N,1.000000000,0,\N,\N,0.951456310,0.048543689,1.000000000,0
Cy Acosta,acosc101,0,1.000000000,1.000000000,0,1.000000000,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
Jack Aker,akerj102,0,1.000000000,0,1.000000000,\N,\N,0.500000000,0.500000000,0,1.000000000,0,1.000000000,1.000000000,0,1.000000000,0,\N,\N,\N,\N,\N,\N,1.000000000,0,\N,\N
Matt Alexander,alexm101,0.015384615,0.984615384,0.359375000,0.656250000,0.521739130,0.478260869,0.757575757,0.242424242,0.125000000,0.875000000,0,1.000000000,0,1.000000000,\N,\N,\N,\N,1.000000000,0,\N,\N,0.920000000,0.080000000,1.000000000,0
Dick Allen,alled101,0.001976284,0.998023715,0.271287128,0.730693069,0.649635036,0.350364963,0.523404255,0.476595744,0.125000000,0.875000000,0,1.000000000,0.112244897,0.887755102,0.909090909,0.090909090,1.000000000,0,1.000000000,0,\N,\N,0.959349593,0.040650406,1.000000000,0
Bill Almon,almob001,0,1.000000000,0.282051282,0.717948717,0.818181818,0.181818181,0.619047619,0.380952380,0,1.000000000,0,1.000000000,0.250000000,0.750000000,0.500000000,0.500000000,1.000000000,0,1.000000000,0,\N,\N,0.692307692,0.307692307,1.000000000,0
Sandy Alomar,aloms101,0,1.000000000,0.147147147,0.852852852,0.673469387,0.326530612,0.532407407,0.467592592,0.168316831,0.831683168,0,1.000000000,0.226190476,0.773809523,0.947368421,0.052631578,0,1.000000000,1.000000000,0,\N,\N,0.904347826,0.095652173,1.000000000,0
Felipe Alou,alouf101,0,1.000000000,0.666666666,0.333333333,1.000000000,0,0,1.000000000,0,1.000000000,0,1.000000000,0,1.000000000,\N,\N,\N,\N,1.000000000,0,\N,\N,\N,\N,\N,\N
Jesus Alou,alouj101,0.009049773,0.990950226,0.059360730,0.949771689,0.692307692,0.307692307,0.614864864,0.385135135,0.052631578,0.947368421,0,1.000000000,0.277777777,0.722222222,1.000000000,0,\N,\N,1.000000000,0,\N,\N,0.989010989,0.010989010,1.000000000,0
Matty Alou,aloum101,0,1.000000000,0.125000000,0.875000000,0.600000000,0.400000000,0.542372881,0.457627118,0.037037037,0.962962962,0,1.000000000,0.153846153,0.846153846,1.000000000,0,\N,\N,1.000000000,0,\N,\N,0.937500000,0.062500000,1.000000000,0
Luis Alvarado,alval101,0,1.000000000,0.174698795,0.825301204,0.724137931,0.275862068,0.508928571,0.491071428,0.181818181,0.818181818,0,1.000000000,0.066666666,0.933333333,1.000000000,0,\N,\N,1.000000000,0,\N,\N,0.912280701,0.087719298,1.000000000,0
Orlando Alvarez,alvao102,0,1.000000000,0,1.000000000,\N,\N,1.000000000,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.000000000,0,\N,\N
Dwain Anderson,anded101,0,1.000000000,0.333333333,0.666666666,1.000000000,0,1.000000000,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1.000000000,0,\N,\N
Mike Anderson,andem101,0,1.000000000,0.238554216,0.761445783,0.757575757,0.242424242,0.545045045,0.454954954,0.158415841,0.841584158,0,1.000000000,0.117647058,0.882352941,0.700000000,0.300000000,0.666666666,0.333333333,1.000000000,0,\N,\N,0.983471074,0.016528925,1.000000000,0
Bob Apodaca,apodb101,0,1.000000000,0.321428571,0.678571428,0.666666666,0.333333333,0.562500000,0.437500000,0.142857142,0.857142857,0,1.000000000,0.333333333,0.666666666,1.000000000,0,\N,\N,1.000000000,0,\N,\N,1.000000000,0,\N,\N
